,song_id,input,reference,sm_baseline_output,sm_finetuned_output,lg_baseline_output,lg_finetuned_output
68,6163685,"Sittin' in Atlanta Station
Shufflin' my feet, and waitin'
For a woman I thought I once knew
For a while I was her king, her
High and mighty everything, but
She soon made me the Jack of Fools
Still water runs deep
And I can't tell a book by its cover",I'm getting too old for games,"I thought I once knew for a while I was her king, her High and mighty",And I can't tell a book by its cover,"i was her king, her high and mighty everything, but she soon made me the","I'm a man, I'm a man, I"
69,670907,"Beyond the sea where fades such glorious dreams
Where things are ours that eyes have never seen
The soul's sweet home is blissful ever more
Will there be room for me on that bright shore
There's room, Yes, room
(room for you and me, room for you and me)
There's room, For all
(room for me, room enough for all)","There's room, For all","there's room, Yes, room (room for you and me, room for you and me","There's room, For all (room for you and me, room",beyond the sea where fades such glorious dreams Beyond the sea where fades such glorious dreams .,"There's room, Yes, room (room for you and me,"
70,3279626,"When I think I finally got it right it hits me, it ain't right yet
And when the dark turns the day I pray to see another sunset
Falling in and out of the same routine
Stacking that paper, chasing that green
I get high
High up on the mountain looking down at everything
I get lost
Listening to the rhythm of a backwoods symphony",You've got yours and I've got mine,"when I think I finally got it right it hits me, it ain't right yet","I'm a shit, I'm a","when i think i finally got it right it hits me, it ain't",And when the sun goes down I pray for another sunset
71,2137515,"I wanna be your cigarette
I wanna linger on your breath
Be the taste you can't forget
And can't put down
Be the first thing on your mind
What you use to unwind
What you come back to every time
When you're put out",So light me up and burn me down,I wanna be your cigarette I wanna linger on your breath Be the taste you can,I wanna be your cigarette,i wanna be your cigarette i wanna linger on your breath .,I wanna be your cigarette
72,4821672,"We just tryna catch a good time
Even if it takes all night
Pass that bottle 'round the campfire
Sippin' apple pie moonshine
Yeah, we pickin' on them guitars just right
Everybody singin' ""Dixieland Delight""
Like a bobber on a wet line
We just tryna catch a good time",Eighty degrees and the sun ain't even out,we just tryna catch a good time Even if it takes all night Pass that bottle,Even if it takes all night,we just tryna catch a good time . like a bobber on,Even if it takes all night
73,6521878,"I got some money in my pocket, got some trouble on my tail
I can hear the dives a-knocking, guess I'm heading off the rails
Singing ooh-ooh-ooh-ooh, ooh-ooh-ooh
I'm talking 'bout you-ooh-ooh-ooh, ooh-ooh-ooh
I got some new best friends forever, see, I met 'em at the bar
Well, the whiskey goes down better when they don't know who you are
Singing ooh-ooh-ooh-ooh, ooh-ooh-ooh
I'm talking 'bout you-ooh-ooh-ooh, ooh-ooh-ooh","Ooh, gonna feel this in the morning",'bout you-ooh-ooh-ooh-oo,"I got some new best friends forever, see, I met 'e",the whiskey goes down better when they don't know who you are . the whiskey goes down,Singing ooh-ooh-ooh
74,1678082,"Did you ever find out who wrote that pretty song?
Was your road to Mexico diamonds or stones?
Did you need that lucky piece I slipped in your hand?
Were you ready when the cold wind caught you at the Rio Grande?
We were kinda crazy then
Needin' lovers more than friends
Songs on my guitar
You said felt like flowers against your scars",May you find a friend tonight,"if you ever find out who wrote that pretty song, was your road to Mexico diamonds or","I'm a fuckin' girl, I'm",the road to mexico diamonds or stones? was your road to mexico diamonds,And I said I'd bet you'd bet you'
75,614710,"She said, ""I spent eight years in California
That's the reason why I talk the way I do
But I've heard how Southern men respect the ladies
And I'd like to meet a gentleman like you""
Well, I spent most of my life in Alabama
That's the reason why I talk the way I do
And I've always had this thing for sun-tanned ladies
And I'd really like to spend some time with you",And we walked on the beach 'til early morning,"""i spent most of my life in California That's the reason why I talk the way I",And I'd really like to spend some time with you,"""i spent eight years in california That's the reason why I talk",And I'd really like to meet a gentleman like you
76,5211726,"An insult and an elbow, besides they could use a change of clothes
And if I'm laughing, see I'm only laughing 'cause I
Can't believe you still have all your teeth
But there they are, though I don't think you're smiling at me
And if I turn away, it's just because I'm weary of a
Dance I've seen so many times before
Not twice a day, dear, can't fall in love that many times
I used to worry, but worrying is such a waste of","Precious time, and time's so precious",worrying is such a waste of worrying is a waste of worrying . worrying is a,"And if I turn away, it's just because I'm weary","if i turn away, it's just because i'm weary of","And if I turn away, it's just because I'm"
77,6069306,"I think I know her pretty well
Not too many secrets left to tell
But just the other night
Over wine and candlelight
She started talking and I fell in love
Again, again, again, again
Again, again, again
She dreams of Paris in the springtime",She sees us dancing in the rain,"over wine and candlelight she started talking and I fell in love Again, again again, again again",She dreams of Paris in the springtime,i think i know her pretty well Not too many secrets left to tell but just the other,She dreams of a life with me
78,323413,"In Australia a bandit or an outlaw was called a bushranger
One of Australia's most infamous bushrangers was a man named Ned Kelly
Ned Kelly was a wild young bushranger
Out of Victoria he rode with his brother Dan
He loved his people and he loved his freedom
And he loved to ride the wide open land
Ned Kelly was a victim of the changes
That came when his land was a sprout and seed",And the wrongs he did were multiplied in legend,in australia a bandit or an outlaw was called a bushranger Ned Kelly,Ned Kelly was a wild young bushranger,one of australia's most infamous bushrangers was a man named Ned Kelly,He was a victim of the changes that came when his land was
79,561178,"I watched out the window
As you drove away
But we got so much history, baby
Too much good love to throw away
I know I can be a headstrong man
Got a jealous streak a country mile wide
Its just that I'm so damn scared of losing you
As you're fading out of sight","Ooh, oooh, I don't know why I do this every time","I watched out the window as you drove away But we got so much history, baby Too much good",I'm so damn scared of losing you,i watched out the window As you drove away . i know i can be,I'm so damn scared of losing you
